instance_id,db_id,bucket,parses,all_known,executable,execution_match,unknown_tables_n,unknown_columns_n,has_join,has_groupby,has_subquery,lm_calls,latency_ms,completion_tokens,bytes_billed,pred_table_refs_n,pred_datasets_n,pred_first_dataset,gen_sql_chars,final_source,error_type,error_message_short
ga017,ga4,table_or_dataset_not_found,True,False,False,False,1,0,False,True,False,1,4969.08,77,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,266,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:ga4_o
ga007,ga4,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,False,False,1,8782.8,139,14680064,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,386,C0_anchor,,
ga013,ga4,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,False,False,1,10829.3,173,10485760,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,499,C0_anchor,,
ga018,ga4,function_signature,True,False,False,False,3,0,True,False,False,1,23393.47,380,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,1233,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator +
  Argu"
ga032,ga4,exec_ok_but_rows_mismatch,True,False,True,False,2,3,True,False,False,1,19389.14,314,12582912,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,1073,C0_anchor,,
ga031,ga4,other_bad_request,True,False,False,False,4,0,True,True,False,1,19327.34,314,0,2,2,bigquery-public-data.ga4_obfuscated_sample_ecommerce,1119,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Cannot access field key on a value with typ
ga006,ga4,exec_ok_but_rows_mismatch,True,False,True,False,0,1,False,True,True,1,9515.81,152,10485760,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,466,C0_anchor,,
ga009,ga4,syntax_error,True,False,False,False,1,1,False,True,False,1,7026.98,111,0,2,2,bigquery-public-data.ga4_obfuscated_sample_ecommerce,350,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
ga010,ga4,syntax_error,True,False,False,False,1,1,False,True,False,1,6319.74,99,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,296,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
ga014,ga4,syntax_error,True,False,False,False,1,0,False,True,False,1,5720.41,89,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,257,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
ga011,ga4,unrecognized_column,True,False,False,False,1,4,False,True,False,1,7875.11,125,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,386,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: page_path at [9:7]

Loca"
ga012,ga4,other_bad_request,True,False,False,False,0,1,True,True,False,1,11934.9,192,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,575,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Field name TAX_VALUE_IN_USD does not exist 
ga019,firebase,other_bad_request,True,False,False,False,0,2,False,True,True,1,22704.27,370,0,3,1,firebase_public_project.analytics_153293282,1094,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Invalid project ID 'firebase_public_project
ga030,firebase,syntax_error,True,False,False,False,4,5,True,True,False,1,16078.27,259,0,1,1,firebase-public-project.analytics_153293282,854,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga005,firebase,syntax_error,True,False,False,False,3,0,True,True,False,1,19604.97,316,0,1,1,firebase-public-project.analytics_153293282,961,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga028,firebase,syntax_error,True,False,False,False,3,7,True,True,False,1,27000.69,436,0,1,1,firebase-public-project.analytics_153293282,1377,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga020,firebase,other_bad_request,True,False,False,False,2,0,True,True,False,1,17771.4,286,0,1,1,firebase_public_project.analytics_153293282,862,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Invalid project ID 'firebase_public_project
ga021,firebase,syntax_error,True,False,False,False,3,0,True,True,False,1,19929.88,322,0,1,1,firebase-public-project.analytics_153293282,963,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga022,firebase,syntax_error,True,False,False,False,3,3,True,True,False,1,23958.11,389,0,1,1,firebase_public_project.analytics_153293282,1287,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga025,firebase,function_signature,True,False,False,False,4,0,True,True,False,1,19938.71,324,0,1,1,firebase-public-project.analytics_153293282,1000,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for function DATE
  A"
